C903,Product 9,10,22.994828524419336,4,91.97931409767735
C566,Product 5,9,28.580133571895864,2,57.16026714379173
C181,Product 6,1,50.42792316021645,3,151.28376948064937
C710,Product 5,5,59.789932107995426,1,59.789932107995426
C351,Product 7,9,29.439892905104106,1,29.439892905104106
C323,Product 1,1,91.32887757781413,1,91.32887757781413
C931,Product 3,10,92.90837076219455,2,185.8167415243891
C201,Product 3,1,48.21302420971121,4,192.85209683884483
C045,Product 8,7,92.65333691298092,3,277.96001073894274
C555,Product 8,10,41.22871181889781,3,123.68613545669342
C820,Product 1,1,61.59114232501867,4,246.3645693000747
C870,Product 3,10,73.6062621045622,1,73.6062621045622
C410,Product 7,5,49.81385231834388,4,199.25540927337553
C549,Product 4,3,62.77933953725319,3,188.3380186117596
C896,Product 10,4,16.837861169454612,2,33.675722338909225
C997,Product 7,2,14.766337466447673,3,44.29901239934302
C296,Product 2,7,42.970452357430936,4,171.88180942972375
C807,Product 2,2,87.41659119225282,2,174.83318238450565
C535,Product 1,8,96.51165939756693,3,289.5349781927008
C042,Product 10,4,80.99677882503067,1,80.99677882503067
C875,Product 9,3,53.05012623027285,2,106.1002524605457
C757,Product 6,8,38.807921360750804,2,77.61584272150161
C897,Product 2,11,79.76993576394494,1,79.76993576394494
C810,Product 3,7,98.89558702351383,1,98.89558702351383
C222,Product 8,9,32.39260120312041,1,32.39260120312041
C733,Product 8,3,12.45690801942884,2,24.91381603885768
C257,Product 8,5,46.29298048406821,3,138.87894145220463
C558,Product 9,7,29.01457902286457,1,29.01457902286457
C941,Product 6,6,72.3441006449402,2,144.6882012898804
C293,Product 1,4,61.64970178811027,2,123.29940357622054
C164,Product 5,1,55.58317165232712,2,111.16634330465423
C609,Product 8,5,48.62464038538151,4,194.49856154152604
C748,Product 3,6,13.868421551063776,3,41.60526465319133
C812,Product 4,5,98.25916470357097,1,98.25916470357097
C902,Product 10,3,97.85356146711052,2,195.70712293422105
C754,Product 6,3,49.37034031383058,2,98.74068062766116
C306,Product 4,5,75.11585363820375,3,225.34756091461122
C312,Product 9,1,64.44616627864254,4,257.78466511457015
C941,Product 7,6,73.63766831427014,4,294.5506732570806
C673,Product 8,10,70.98213075101593,3,212.9463922530478
C115,Product 2,3,61.346864213658556,1,61.346864213658556
C544,Product 3,8,81.0904502656277,2,162.1809005312554
C837,Product 9,9,50.96753836318886,3,152.90261508956658
C586,Product 6,2,12.931237593174862,1,12.931237593174862
C677,Product 6,11,15.996653582788202,1,15.996653582788202
C618,Product 5,11,17.80920208349042,4,71.23680833396168
C535,Product 10,2,36.577532506514615,1,36.577532506514615
C113,Product 2,11,53.82297461695044,4,215.29189846780176
C567,Product 3,6,50.754416571475346,2,101.50883314295069
C093,Product 2,3,26.216890687223817,2,52.43378137444763
C313,Product 8,10,30.355074244451924,4,121.4202969778077
C264,Product 8,2,53.6365526602703,2,107.2731053205406
C826,Product 3,11,73.37187771736404,4,293.4875108694562
C767,Product 5,10,46.3202286066828,2,92.6404572133656
C752,Product 10,2,62.94322072910846,1,62.94322072910846
C512,Product 3,9,57.55864008489927,1,57.55864008489927
C222,Product 9,3,98.52385853358402,2,197.04771706716804
C322,Product 7,6,92.18641429734872,2,184.37282859469744
C699,Product 4,1,84.22395297935674,1,84.22395297935674
C169,Product 5,1,88.20813837031498,2,176.41627674062997
C858,Product 1,10,75.54297596835598,2,151.08595193671195
C662,Product 8,11,63.55467358412339,2,127.10934716824679
C219,Product 1,2,80.30909366177814,3,240.9272809853344
C044,Product 2,3,24.863011892558056,1,24.863011892558056
C945,Product 10,8,68.40549342956328,2,136.81098685912656
C434,Product 6,10,34.93051284092079,4,139.72205136368316
C650,Product 7,7,27.226116130703176,4,108.9044645228127
C084,Product 8,10,61.38976565664987,3,184.1692969699496
C365,Product 10,4,81.96737436998981,1,81.96737436998981
C916,Product 3,10,87.11586546879668,2,174.23173093759337
